video_id,author,text,like_count,published_at
kdf3QRXg6jo,@高和平-o6h,就改設汽機車禁行區啊<br>裡面行人走一走累了還可以就地補眠!!!!!!!!!<br>會弄成像陷阱不就是為了錢!!!!!!!!!!!,1,2024-10-27T20:28:44Z
kdf3QRXg6jo,@瘋愛,要不要乾脆全面禁止開車騎車 都他媽用走的,0,2024-10-22T13:44:09Z
kdf3QRXg6jo,@何瑞恩-h6j,鬼島 不會開車的人 在那立法 不要害人好嗎 大家都為了生活 往往事故率不一定是駕駛的問題吧 道路設計難道都沒問題嗎,0,2024-10-17T02:25:41Z
kdf3QRXg6jo,@healthyesthetics,個人比較支持分流進行!,0,2024-10-14T04:35:00Z
kdf3QRXg6jo,@洛羽松,行人違規的法則也應該加強，不然會有人給你方便，你ㄊㄇ給我當隨便，怎樣？你行人最大啊？你皇帝啊？，如果你們要當皇帝，麻煩你們去清朝這裡是中華民國，不！是！中！華！帝！國！！！跨雙黃線的、走路滑手機的，在那邊學殭屍的，一大堆，亂七八糟,0,2024-10-13T11:46:22Z
kdf3QRXg6jo,@Da-ik6xo,是不是可以再普級大眾運輸工具，才能有效的限制私有車的數量，並不是只顧收稅，然後不管用路人及駕駛的死活！,0,2024-10-09T11:33:44Z
kdf3QRXg6jo,@陳冠傑-i8r,建議所有斑馬線裝雞爪丁最快了,0,2024-10-08T10:39:40Z
kdf3QRXg6jo,@diorlu100,台灣一個博愛座的問題都解決不了 還解決交通問題勒,23,2024-10-02T20:41:43Z
kdf3QRXg6jo,@jeey526,這樣會出現行車地獄😂,1,2024-10-02T15:16:16Z
kdf3QRXg6jo,@chanemark2592,最有效的是像日本、韓國一般設立行人分隔欄杆，不但有效率保護行人安全，更能防止汽車轉彎時切西瓜,1,2024-10-01T13:00:34Z
kdf3QRXg6jo,@beckysusu,把行人走的時間和行車時間分開 就好!!,0,2024-10-01T07:14:56Z
kdf3QRXg6jo,@許志宇-o6h,我比較好奇行人地獄改善了 什麼時候要改善行車地獄了 腳踏車亂騎 行人燈沒亮就過沒斑馬線也在亂過 過馬路低頭滑手機 站在斑馬線上不過聊天 徒步行走橋上機車道⋯⋯<br>不要以為行人都沒有問題 問題跟汽機車一樣多 馬路設計也是一堆問題 路上一對轉角路口 斑馬線旁時不時都一堆車擋住視線,0,2024-10-01T06:55:11Z
kdf3QRXg6jo,@cheng4183,只會越來越亂而已，現在行人不走斑馬線的也一堆，過馬路不看左右邊直接過，划手機、講電話都是常態，這就是給行人無限的權利無敵狀態。還有爆衝型路人，為了讓他差點出車禍。,1,2024-09-30T10:25:59Z
kdf3QRXg6jo,@98989508,日本都是行人先走完才換車子😂台灣在幹嘛,0,2024-09-30T04:30:37Z
kdf3QRXg6jo,@up2613,拜託政府：<br>為什麼不優先增設行人專用時序？人車分流最安全。<br>並增設大車會行進路口、車多路口，請增設行人專用時序，並增加路口行人穿越線範圍照明。,9,2024-09-29T16:11:55Z
kdf3QRXg6jo,@Sesedddrcrfrftfy-x9e,連外國人都不斷批評台灣是行人地獄，政府仍然沒什作為。在歐美國家，過馬路時車子永遠會禮讓行人，在台灣卻是駕駛最大？每次過台灣的馬路都覺得很危險，到底何時台灣才能有所改變，還是繼續丟臉世界，波及無辜？,10,2024-09-29T11:39:16Z
kdf3QRXg6jo,@monsterlovecat,行人慢慢走，這樣又變成行車地獄了。😂😂<br>這樣後面的車要不要跟上來？號誌燈變了，卡在中間怎麼辦？😅<br>考驗駕駛的邏輯反應能力囉。,5,2024-09-29T11:17:31Z
kdf3QRXg6jo,@TopicMarker,然後看到學生騎著電動車，時速50-60穿梭,0,2024-09-29T09:02:37Z
kdf3QRXg6jo,@chriszhang5552,完全沒屁用，會讓的自然會把車停下來不會讓的一樣不會讓，該做的是提高違規的刑罰像是撞到人被關5年以上然後撞死人用命賠償，我就不信這樣沒辦法降低事故發生率,0,2024-09-29T07:42:34Z
kdf3QRXg6jo,@黃清炎-w5o,全部都沒有用的啦😮,1,2024-09-29T03:52:29Z
kdf3QRXg6jo,@cloudcastle8355,我有一個更棒的意見，除了快速道路跟高速公路之外，以後汽機車上路都必須限速在20公里以下，這樣妥妥的能讓台灣擺脫行人地獄的惡名！,0,2024-09-29T03:27:45Z
kdf3QRXg6jo,@星星-i4q,帝王條款加強版嗎,0,2024-09-29T02:40:40Z
kdf3QRXg6jo,@林君威-g8p,時速20以下，乾脆封路好了，誰騎在路上低於20的，別用20以下害人,9,2024-09-29T02:04:03Z
kdf3QRXg6jo,@user-MEVIUS271,唉😮‍💨⋯⋯能換個人做嗎？,0,2024-09-28T22:28:33Z
kdf3QRXg6jo,@沙石頭,只想收割而已。教育才是根本。官哪！,0,2024-09-28T21:41:12Z
kdf3QRXg6jo,@wsmanga,然後你發現隨車攜帶大聲公的駕駛好像變多了。,1,2024-09-28T19:12:19Z
kdf3QRXg6jo,@shawn77405,先預言新制上路沒多久，馬上接獲民眾陳情大轉彎,0,2024-09-28T18:53:04Z
kdf3QRXg6jo,@toru4064,交通部換人來做  請讓專業的來,1,2024-09-28T18:47:46Z
kdf3QRXg6jo,@chungadam4823,時速20嗎?乾脆騎車經過還是用牽的過去好了,0,2024-09-28T18:23:33Z
kdf3QRXg6jo,@林XX-p9i,交通部根本拿人民命來做實驗⋯⋯<br><br>出事率傷亡率居高不下！應要懲處交通部人員！,8,2024-09-28T18:02:24Z
kdf3QRXg6jo,@Arcus0827,已經可以預見到時候交通大打結~,0,2024-09-28T16:38:04Z
kdf3QRXg6jo,@AILEE09,增加交警啊~~~人潮多要監視管理...沒交警大家都當勇士衝!!,0,2024-09-28T16:18:52Z
kdf3QRXg6jo,@ski5250,邊走邊滑手機不按喇叭提醒還站在路中回訊息，是要等多久⋯,1,2024-09-28T15:55:50Z
kdf3QRXg6jo,@QBTeacher,提醒大家現在台灣沒有死刑了,5,2024-09-28T14:51:10Z
kdf3QRXg6jo,@DerekLiu-v5q,"之後汽車標配鳴笛與擴音器,行人在斑馬線慢慢晃就先鳴笛後用擴音器敦促盡速通過路口不要逗留",1,2024-09-28T14:07:13Z
kdf3QRXg6jo,@huachung-w2d,其實百姓好像有解法 只有官員不知道? 好特別,6,2024-09-28T14:06:05Z
kdf3QRXg6jo,@fhgrdoghdoi,台灣的政策從來都沒有審慎評估四個字.這就是尚方寶劍想怎麼砍怎麼都都隨地方政府亂設亂撈.反正有錢進國庫就好其他都不重要,0,2024-09-28T13:46:53Z
kdf3QRXg6jo,@moopenb,當行人號誌亮綠燈    路口紅綠燈一律都紅燈  做區別不是很好嗎  省的轉彎車拿A柱當藉口,14,2024-09-28T13:38:06Z
kdf3QRXg6jo,@KittyFace999,把行人走的時間和行車時間分開  才是解法,4,2024-09-28T13:22:08Z
kdf3QRXg6jo,@user-a586,專區都沒人在理了<br>優先區誰在意😂,3,2024-09-28T13:20:53Z
kdf3QRXg6jo,@jfree4465,沒有「實體」人行道都沒用,0,2024-09-28T13:19:12Z
kdf3QRXg6jo,@騎著馬的兔子,為什麼不把行人走的時間和行車時間分開呢?,7,2024-09-28T13:17:57Z
kdf3QRXg6jo,@q123q321qw,沒有互相平衡，罰的都是車，人勒?,2,2024-09-28T13:15:14Z
kdf3QRXg6jo,@Cindy-n7e,記者可愛 不錯,3,2024-09-28T13:14:05Z
kdf3QRXg6jo,@angelfish021,亡國材玩過了 換個人玩,0,2024-09-28T13:13:18Z
kdf3QRXg6jo,@mimiho1828,交通部表示，請人民指教,1,2024-09-28T13:11:32Z
kdf3QRXg6jo,@狠人大帝-r3t,紅綠燈，綠燈右轉，A柱，問題依然存在,1,2024-09-28T13:08:40Z
kdf3QRXg6jo,@陳光-w2u,怎麼抓 有按喇叭又要怎麼舉證,3,2024-09-28T13:07:33Z
kdf3QRXg6jo,@toyandytw1758,管交通，只需會提高罰金，降低速限，好簡單啊,27,2024-09-28T13:06:34Z
kdf3QRXg6jo,@MH-L-v4e,"<a href=""https://www.youtube.com/watch?v=kdf3QRXg6jo&amp;t=41"">0:41</a>那位行人還滑手機，自己也應該要有防禦觀念，難保不會遇到三寶",9,2024-09-28T13:06:30Z
kdf3QRXg6jo,@Linshh,行人優先，汽車搶先。,0,2024-09-28T13:05:55Z
kdf3QRXg6jo,@林北中共同路人出征我,行狗又嗨起來了,2,2024-09-28T13:03:27Z
kdf3QRXg6jo,@ShibaKeng,罰太重了吧,1,2024-09-28T13:01:08Z
LekeacQaQhg,@劉旮旯,台灣人民素質太差 車不讓人 酒駕違停 反正罰不怕😂,0,2023-04-25T17:32:46Z
LekeacQaQhg,@starblack4947,以後就拿磚塊走斑馬線，違規不禮讓行人的車輛遭遇車損需自己負責,0,2023-01-08T23:28:06Z
LekeacQaQhg,@現在的我也是基德,行人優先，車子搶先。,0,2023-01-04T14:55:29Z
LekeacQaQhg,@victoriaww,我走斑馬線一定拿手機錄影<br>只有這樣汽機車才會禮讓行人<br>修法也不會修多重的法<br>還不如拿手機錄影自保比較有用,0,2022-12-26T10:11:16Z
LekeacQaQhg,@huang2256,行人有路權，汽車也有路權，如果沒辦法共存，那就改成全時相行人通行，所有車輛紅燈，該汽機車直行轉彎時，就趕緊快速轉，不會有行人會出現。,0,2022-12-23T07:10:33Z
LekeacQaQhg,@庫洛くろ,我是覺得紅綠燈要在多個秒數，專門給行人過的，不然車跟行人爭奪時間，根本就沒好處,0,2022-12-22T07:42:48Z
LekeacQaQhg,@nick-b5u,警察是裝飾藝術,0,2022-12-19T02:33:40Z
LekeacQaQhg,@詹姆士-j1d,台灣的駕駛就這副德性 不要懷疑,0,2022-12-19T01:31:08Z
LekeacQaQhg,@joezjc,上周我騎車，前面的汽車紅線停車，讓後面的車輛跟我堵住，警察就剛好面對且站在他車門旁，有看到卻甚麼事都不做的站在那裡,0,2022-12-18T10:05:11Z
LekeacQaQhg,@u-zd9c,習慣了，有次車流量大直接等到紅燈，根本不給過，而且還開超快，過去就變肉餅了😅,0,2022-12-18T05:41:00Z
LekeacQaQhg,@leoh5247,警察職責是開罰單，收罰款，其他屁民不要想太多。,0,2022-12-17T16:16:08Z
LekeacQaQhg,@leoh5247,警察職責是開罰單，收罰款，其他屁民不要想太多。,0,2022-12-17T16:16:07Z
LekeacQaQhg,@劉小銘-b9r,有看到行人標誌破爛成那樣，看影片,0,2022-12-17T13:52:46Z
LekeacQaQhg,@黃新-b2z,我不知道斑馬線畫是什麼作用太誇張了⋯⋯,0,2022-12-17T12:58:36Z
LekeacQaQhg,@chenben9462,好暖的都市，過個馬路都可以感覺到警察的溫暖，對車主的溫暖,9,2022-12-17T11:09:04Z
LekeacQaQhg,@toddhc2738,不是硬不硬過的問題，而是交通燈不該這樣設計,2,2022-12-17T10:35:50Z
LekeacQaQhg,@apple-on5pq,在十字路口安裝相機就好啦，違規的都會被拍下來 根本就不需要員警在場去抓。,0,2022-12-17T08:35:58Z
LekeacQaQhg,@昌-b8x,高雄警察執勤就跟違規照相機一樣,0,2022-12-17T07:05:08Z
LekeacQaQhg,@jinjin6189,在高雄市很正常啊!,0,2022-12-17T06:29:04Z
LekeacQaQhg,@Cpp_it_in_come,南國風情,0,2022-12-17T06:27:15Z
LekeacQaQhg,@a156025226,現在很多人 行人過馬路 都不快步走 還慢慢走 然後人都走完 都紅燈 後面的車輛都來不及過 都還要再等紅燈 然後造成道路堵塞 車要優先禮讓行人先過沒錯 但人不讓車過 開車的人 怎麼辦 難怪台灣交通這麼擠,0,2022-12-17T06:12:52Z
LekeacQaQhg,@阿郁劉,罰6000就不會不讓了,0,2022-12-17T04:56:47Z
LekeacQaQhg,@ummmNoQ,笑死<br>......  可憐的路人,0,2022-12-17T02:01:40Z
LekeacQaQhg,@stanley4068,明顯就是員警不作為啊~阿拍謝我漏看了標題是在高雄，依照高雄邏輯→ 疑?看不出來兩名員警哪裡有問題啊?,0,2022-12-17T01:35:40Z
LekeacQaQhg,@f6993,高譚市不意外,0,2022-12-17T00:39:53Z
LekeacQaQhg,@王子炒麵,本館路<br>路爛又小 車又多,0,2022-12-16T15:38:29Z
LekeacQaQhg,@LOWYO1,有夠可悲的台灣唉...交通部一天不死光台灣人沒一天好日子過,0,2022-12-16T14:57:02Z
LekeacQaQhg,@方進義,不說還以為那兩個警察是人形告牌啦。,0,2022-12-16T13:06:52Z
LekeacQaQhg,@謝正道,習近平：武統後先殺光高雄人,0,2022-12-16T11:05:58Z
LekeacQaQhg,@matt90673,人最大，三寶走在路中間也不會有事。,0,2022-12-16T09:41:24Z
LekeacQaQhg,@Jason-nc7jq,腳踏車不算行人算機慢車，不用特別禮讓,0,2022-12-16T09:01:33Z
LekeacQaQhg,@許珮瑩-f2i,之前看到併車警察經過也沒停下勸導人都不好走,0,2022-12-16T08:22:42Z
LekeacQaQhg,@306-d4v,"台南也是一樣,行人必需禮讓車輛,不然會被叭",0,2022-12-16T08:22:39Z
LekeacQaQhg,@hamanoytuse,你以為跟汽車硬碰硬就會贏嗎?  別以為只是擦撞，你可能真的會被輾死.........,0,2022-12-16T08:04:35Z
LekeacQaQhg,@royyang5116,影片少了行人穿越號誌燈，高雄比不上越南！,0,2022-12-16T08:03:31Z
LekeacQaQhg,@kaiyamato3685,放個監視器   科技執法    未禮讓行人就是罰單過去     不是更簡單    每個路口都裝設阿    闖紅燈壓線拍照+噪音感測  也都可以多多裝設    改管車真的有夠吵,1,2022-12-16T08:02:53Z
LekeacQaQhg,@陳文彬-y9k,員警真的塑膠做的？,0,2022-12-16T07:56:48Z
LekeacQaQhg,@pandora6374,笑死警察只怕攔不到沒兩段式的機車而已🎉🎉🎉,0,2022-12-16T07:44:35Z
LekeacQaQhg,@s0987386266,設置行人保護時相就行了啊，這個時相就是所有方向車輛都要停下只有行人能夠通行,3,2022-12-16T07:27:56Z
LekeacQaQhg,@大叔-o1c,警察站著也傻眼了,0,2022-12-16T07:25:00Z
LekeacQaQhg,@user-Almark,然而，當你停下等行人的時候後面就撞過來了，然後再說：你突然停下來三小啦,1,2022-12-16T06:54:40Z
LekeacQaQhg,@XxXqmbop,別跟外地人說高雄人最真最善良😂,0,2022-12-16T06:52:26Z
LekeacQaQhg,@謝志明-x2k,什麼路口警察，是植物人還是殘障警察，執法不如保全義警，警政署請立即徹職回家，移送法辦。苓雅分局長要記過，無能領導，散漫警紀，人民保姆，執法失能。,0,2022-12-16T06:47:38Z
LekeacQaQhg,@天撒,難怪？<br><br>這種狀況已經多久了，難道自己沒點逼數？,0,2022-12-16T06:32:56Z
LekeacQaQhg,@小豪-u3p,6000,0,2022-12-16T06:30:34Z
LekeacQaQhg,@哈比汪-v9u,警員表示 標誌禮讓車輛通行啦 <br>我們正在疏導交通 沒在看行人禮讓啦<br>就算看見也要假裝沒看見 我們首要任務就是疏導交通 <br>共三小 絲米達<br>台灣警察都真的在搞笑嗎 選擇性執法,0,2022-12-16T06:22:46Z
LekeacQaQhg,@凌晨三點十五分,警察就站在旁邊看有點諷刺呀...,4,2022-12-16T06:09:42Z
LekeacQaQhg,@erichuang2553,警察👮‍♀️：又不是機車違規，汽車有什麼問題呢？哈哈😊😂,1,2022-12-16T06:09:36Z
LekeacQaQhg,@蔡慧玲-g1c,我覺得連在地的都很害怕,1,2022-12-16T06:03:58Z
LekeacQaQhg,@gatevillage8620,這個有很稀奇嗎？  連政治人物都帶頭違規了，台灣交通早就沒救了。<br>上個月選舉前，政治人物的宣傳車那才叫做霸道！ 一個排硬是闖紅燈左轉，全部人都得讓，不讓還會叫囂😂,0,2022-12-16T06:00:02Z
LekeacQaQhg,@小賴-u7m,這是  隨波  逐流吧？？？,0,2022-12-16T05:55:19Z
LekeacQaQhg,@shenghonghsu8934,這就有點莫名其妙，應該直接攔停開罰才對啊!這邊就交流道下來沒多遠你各位都知道了為何不去攔停?我不信第一台被攔停後面還敢繼續造次?!,2,2022-12-16T05:43:43Z
LekeacQaQhg,@Billy-cm5yg,悲哀,0,2022-12-16T05:18:07Z
LekeacQaQhg,@zzaphyrr,就說台灣警察很爛了就算在現場也是被當塑膠，警察越來越被看不起真的是自己造成的啦，不要老是要上新聞要尊嚴還不是你們自己丟掉的,0,2022-12-16T05:14:14Z
LekeacQaQhg,@林福生-p1y,那是活人喔？我以為是兩個人型看板擺在那,0,2022-12-16T04:56:49Z
LekeacQaQhg,@a5006009999,之前就試過了，很不要命的挑戰綠燈直接過馬路會怎樣，結果三天內被罵了幾十次三字經，十次差點被撞飛，其他路人笑我不要命<br>行人路權🤣,5,2022-12-16T04:42:35Z
LekeacQaQhg,@takohwong,警察也是台灣人，脫下制服後跟大家一樣，從小就已經習慣這樣的交通環境了，穿上制服後會沒即時攔檢，只能說不意外,4,2022-12-16T04:42:16Z
LekeacQaQhg,@ming5760,現在才知道要報喔？<br>常常等了兩分鐘的紅燈，好不容易等到綠燈了，結果又等左轉車等到紅燈了，無限循環優質,1,2022-12-16T04:39:09Z
LekeacQaQhg,@艾克修,昨天親眼看到，機車綠燈左轉，前面那條路也是綠燈，一輛遊覽車剛好卡在路口，許多機車從遊覽車前面躦，司機大概覺得再讓人躦，他就得等下一個綠燈，於是往前開一點<br>還是有機車不怕死，後照鏡都直接打到遊覽車擋風玻璃，依然要躦,0,2022-12-16T04:29:20Z
LekeacQaQhg,@annpan101,高雄的交通發生什麼都不意外,0,2022-12-16T04:24:37Z
LekeacQaQhg,@emo5211,警察是站在那邊看戲，應該不用當警察了吧？<br>該盡的職責都沒做到,0,2022-12-16T04:24:35Z
LekeacQaQhg,@gcg3507,那幾台抓出來罰單開一開就沒事了,0,2022-12-16T04:13:10Z
LekeacQaQhg,@rdtge6861,做個天橋比較好,0,2022-12-16T04:05:13Z
LekeacQaQhg,@班特利,笑死 理由這麼多 法盲!  緊盯機車有沒有兩段式左轉而已吧！,0,2022-12-16T04:03:56Z
LekeacQaQhg,@迪迪諾,警察： 我也怕被撞阿,0,2022-12-16T03:48:30Z
LekeacQaQhg,@Rurumi0617,超級可悲,0,2022-12-16T03:46:39Z
LekeacQaQhg,@abc741pig,聽說警察最近還吵著要加班費呢,0,2022-12-16T03:42:34Z
LekeacQaQhg,@1230cheng,站在那裡瞪汽車駕駛，就站著瞪，瞪完再回過頭瞪警察！,0,2022-12-16T03:38:05Z
LekeacQaQhg,@YaYa-zv8iy,🤣為什麼是檢討警察而不是檢討交通道路管理者？,1,2022-12-16T03:33:39Z
LekeacQaQhg,@xm6872,綠燈分開亮不就好了，這樣大家一起原地等各自綠燈 呵呵,0,2022-12-16T03:31:42Z
LekeacQaQhg,@nf9052,看到高雄我就放心了,0,2022-12-16T03:25:02Z
LekeacQaQhg,@Duckbiker1209,我問一下旁邊的警察在發呆嗎,0,2022-12-16T03:17:32Z
LekeacQaQhg,@tiidaya9086,平均一天死8人不是沒原因脮,0,2022-12-16T03:17:19Z
LekeacQaQhg,@林士翔-d8n,雖然沒有說要肉身擋車 但 最少通報一下吧,0,2022-12-16T03:13:55Z
LekeacQaQhg,@wheatchen4159,規定是死的<br>人是活的.....<br><br>警察.....................,0,2022-12-16T02:33:38Z
LekeacQaQhg,@yueh6372,警察真的好棒棒！不准民眾檢舉，人都在現場了還無作為呢。不需兩個一起吧，就是在聊天呀，騙我們沒在看嗎？,0,2022-12-16T02:30:28Z
LekeacQaQhg,@richard1247,"<a href=""https://www.youtube.com/watch?v=LekeacQaQhg&amp;t=75"">1:15</a> 規定大家都知道也都會講，可是按規定作的人卻很少",0,2022-12-16T02:05:54Z
LekeacQaQhg,@NNY31,很麻煩欸 禮讓行人 ！每次都要等超久 還給我慢慢走 滑手機的 聊天的 看風景的 一堆 馬的真相輾過他們,0,2022-12-16T02:05:27Z
LekeacQaQhg,@炎飛,假裝沒看見就等於沒有違規發生,1,2022-12-16T02:04:15Z
LekeacQaQhg,@haowun,有些爛駕駛就不讓行人<br>真希望科技執法全部抓一抓<br>然後警察站在那邊沒作為就是欠罵欠轟<br>活該被罵,1,2022-12-16T01:44:46Z
LekeacQaQhg,@vulm300406,交通3E完全沒做就算了，還不給民眾檢舉，交通部是不是只會算死人數量啊？要不要通通下台給殯葬業管算了,1,2022-12-16T01:22:13Z
LekeacQaQhg,@junglu211,未禮讓行人就算罰金調高到罰三萬，只要警政機關沒主動取締，都沒用的,0,2022-12-16T01:21:50Z
LekeacQaQhg,@kennysun0917,左轉燈亮 ，應該要禁直行 行人也是！會有左轉燈號就是左轉車流大才會設，若還要讓行人（走的慢）那就過不了幾輛車 左轉燈形同虛設！ 。我是有陰陽眼嗎？路口好像有2個類似警察的“靈體”！車輛未禮讓行人……未攔停也沒有任何動作……應該是陰靈！可惜也是爛陰靈沒保祐行人,0,2022-12-16T01:01:12Z
LekeacQaQhg,@林建嵐,就科技執法，一天開個幾千張，很快就沒人敢不讓了,1,2022-12-16T00:53:29Z
LekeacQaQhg,@jskpigjskpig301,"（一）依據道路交通管理處罰條例第7條之2規定：<br>汽車駕駛人之行為有下列情形之一，當場不能或不宜攔截製單舉發者，得逕行舉發：<br>1、闖紅燈或平交道。<br>2、搶越行人穿越道。...................................................................該出手就要出手啦!!!!整天打官腔",0,2022-12-16T00:24:27Z
LekeacQaQhg,@許志宇-o6h,新聞神甚麼時候點名行人較踏車違規的?行人橫越雙黃線 腳踏車逆向鬼之切入的? 講得很像行人都很有素質一樣,0,2022-12-16T00:15:24Z
LekeacQaQhg,@龍吟蕭,高雄都這樣 一堆車搶快左轉 完全不稀奇 根本是日常操作 講了也不聽 反正下次還是會這樣,0,2022-12-15T23:36:07Z
LekeacQaQhg,@jhchen1707,車本交通國家，騎腳踏車跟走路根本羞辱自己，建議買台汽車才出門，才像個人。,0,2022-12-15T23:14:38Z
LekeacQaQhg,@s28261969,撞到大家自然就停下來了 別害怕,0,2022-12-15T23:02:58Z
LekeacQaQhg,@user-aaa3939,警察裝飾用？？？,2,2022-12-15T22:59:07Z
LekeacQaQhg,@葉俊良-o1x,警察就塑膠的啊,0,2022-12-15T22:42:14Z
LekeacQaQhg,@RMFISH74,無腦<br>四輪三寶<br>與<br>廢警素質正常發揮,0,2022-12-15T22:22:14Z
LekeacQaQhg,@666-Like,腳痛布表示汽車最安全，行人什麼都沒包肉，為了減低事故發生禁止行人過馬路，沒行人就沒有汽車不禮讓行為發生。,5,2022-12-15T22:17:25Z
LekeacQaQhg,@abingochen,這種禍害人的說法是害人的根源。紅燈停綠燈行才能有標準依據，行人優先根本是在陷害人民，交通事故最大的禍首。,4,2022-12-15T22:12:50Z
LekeacQaQhg,@user-hs6lm9pr5p,交通的BUG。能行走了！但是又能有左轉車通過。別說禮讓行人的屁話。就算車子開到斑馬線前停車。行人走的過程也會嚇到的。,0,2022-12-15T22:01:54Z
LekeacQaQhg,@earth4682,"兩條路給駕駛選<br>1.終身黏在車上,不跟汽車分離<br>2.吊銷駕照,終身不得考取",0,2022-12-15T21:32:52Z
LekeacQaQhg,@justin000456,在那邊錄影的話可以為國庫入帳好幾萬,0,2022-12-15T20:50:00Z
LekeacQaQhg,@bensonhu4960,台湾城市車多 人多 本就要非常小心 看到要礼誏行人的車子被後車輛猛按喇叭 甚至有被追撞的風險 实務上不好解決 或許號誌上先誏行人通行30秒 再讓車子通行,3,2022-12-15T20:48:01Z
LekeacQaQhg,@陳弘毅-m1z,汽車左轉既然會搶快不禮讓行人?  那就汽車兩段式左轉 不就解決了,0,2022-12-15T19:18:16Z
LekeacQaQhg,@itazuma1013,讓我們繼續檢討機車違規，繼續限縮機車路權,0,2022-12-15T19:10:18Z
TLQitdKrUm8,@user-xz4vv5dk8s,增加路口見警率，是可以改善各種交通亂象的,0,2025-06-06T06:37:11Z
TLQitdKrUm8,@1987uuuuuu,三千人? 唬爛,0,2025-04-20T05:01:21Z
TLQitdKrUm8,@鄭景中-m1b,出生都不夠。,0,2023-05-24T03:06:33Z
TLQitdKrUm8,@RaintoSatoru,爛報導，只會怪機車? 汽車違停違規事故一堆不講，只會推給機車真好棒棒,0,2023-03-21T18:43:48Z
TLQitdKrUm8,@ABC_DE2487,陳立法委員大恩大德奉獻限縮檢舉政策，讓臺灣違規紅到國際，臺灣之光阿,1,2022-12-21T05:42:02Z
TLQitdKrUm8,@rossilin5194,外送員事故率高跟曝險時間長無關好嗎，是你外送員趕單直直衝才是主因,0,2022-12-21T04:16:30Z
